Date,BTC-EUR (Price),BTC/EUR,Gold (Price),Gold Futures,Gold Trial,SPX-500 (Price),S&P 500 ,S&P,Myfund (Price),Myfund,,M Trial,MVIS Price,ITIF,,ITIF Trial
2019-11-17,"7,703.90",0.21,,,,,,,,0.00%,,,2104.64,0.26%,0.26,0.26
2019-11-18,"7,395.90",-4.00,"1,488.80",0.22%,0.22,"3,122.03",0.0005,0.05,1.577529,-2.87%,-2.867794878,-2.867794878,2006.55,-4.66%,-4.66,-4.66
2019-11-19,"7,342.20",-0.73,"1,497.00",0.16%,0.16,"3,120.18",-0.0006,-0.06,,0.00%,,,1963.26,-2.16%,-2.16,-2.16
2019-11-20,"7,302.00",-0.55,"1,498.00",-0.02%,-0.02,"3,108.46",-0.0038,-0.38,,0.00%,,,1959.34,-0.20%,-0.2,-0.2
2019-11-21,"6,897.60",-5.54,"1,494.00",-0.70%,-0.70,"3,103.54",-0.0016,-0.16,1.451429,-7.99%,-7.993513907,-7.993513907,1843.47,-5.91%,-5.91,-5.91
2019-11-22,"6,629.50",-3.89,"1,492.00",0.03%,0.03,"3,110.29",0.0022,0.22,,0.00%,,,1737.68,-5.74%,-5.74,-5.74
2019-11-23,"6,664.50",0.53,,,,,,,,0.00%,,,1776.88,2.26%,2.26,2.26
2019-11-24,"6,287.10",-5.66,,,,,,,,0.00%,,,1648.6,-7.22%,-7.22,-7.22
2019-11-25,"6,485.80",3.16,"1,485.20",-0.42%,-0.42,"3,133.64",0.0075,0.75,,0.00%,,,1697.49,2.97%,2.97,2.97
2019-11-26,"6,516.10",0.47,"1,481.00",0.19%,0.19,"3,140.52",0.0022,0.22,1.303963,-10.16%,-10.16005606,-10.16005606,1716.93,1.15%,1.15,1.15
2019-11-27,"6,849.00",5.11,"1,483.90",-0.44%,-0.44,"3,153.63",0.0042,0.42,1.302847,-0.09%,-0.085585251,-0.085585251,1765.24,2.81%,2.81,2.81
2019-11-28,"6,763.00",-1.26,"1,460.75",-1.49%,-1.49,,,,1.378487,5.81%,5.805746953,5.805746953,1747.03,-1.03%,-1.03,-1.03
2019-11-29,"7,047.40",4.20,"1,484.20",2.35%,2.35,"3,140.98",-0.004,-0.4,1.382643,0.30%,0.301489967,0.301489967,1804.47,3.29%,3.29,3.29
2019-11-30,"6,875.50",-2.44,,,,,,,1.419293,2.65%,2.650720396,2.650720396,1765.27,-2.17%,-2.17,-2.17
2019-12-01,"6,735.20",-2.04,,,,,,,1.346746,-5.11%,-5.111488607,-5.111488607,1743.76,-1.22%,-1.22,-1.22
2019-12-02,"6,607.50",-1.90,"1,485.00",-0.23%,-0.23,"3,113.87",-0.0086,-0.86,1.354697,0.59%,0.590386012,0.590386012,1721.37,-1.28%,-1.28,-1.28
2019-12-03,"6,595.20",-0.19,"1,491.10",1.04%,1.04,"3,093.20",-0.0066,-0.66,1.330063,-1.82%,-1.818414007,-1.818414007,1705.41,-0.93%,-0.93,-0.93
2019-12-04,"6,499.80",-1.45,"1,502.50",-0.27%,-0.27,"3,112.76",0.0063,0.63,1.301139,-2.17%,-2.174633833,-2.174633833,1683.67,-1.27%,-1.27,-1.27
2019-12-05,"6,667.10",2.57,"1,503.00",0.20%,0.20,"3,117.43",0.0015,0.15,1.310359,0.71%,0.708609918,0.708609918,1704.55,1.24%,1.24,1.24
2019-12-06,"6,832.80",2.48,"1,488.00",-1.17%,-1.17,"3,145.91",0.0091,0.91,1.338705,2.16%,2.163223971,2.163223971,1715.69,0.65%,0.65,0.65
2019-12-07,"6,790.70",-0.62,,,,,,,1.378851,3.00%,2.998868309,2.998868309,1710.8,-0.29%,-0.29,-0.29
2019-12-08,"6,810.70",0.29,,,,,,,1.352774,-1.89%,-1.891212321,-1.891212321,1726.46,0.92%,0.92,0.92
2019-12-09,"6,640.80",-2.50,"1,489.40",-0.01%,-0.01,"3,135.96",-0.0032,-0.32,1.375517,1.68%,1.681212087,1.681212087,1691.46,-2.03%,-2.03,-2.03
2019-12-10,"6,522.00",-1.79,"1,489.70",0.23%,0.23,"3,132.52",-0.0011,-0.11,1.344374,-2.26%,-2.264094155,-2.264094155,1668.91,-1.33%,-1.33,-1.33
2019-12-11,"6,479.60",-0.65,"1,497.50",0.46%,0.46,"3,141.63",0.0029,0.29,1.315473,-2.15%,-2.149773798,-2.149773798,1661.74,-0.43%,-0.43,-0.43
2019-12-12,"6,435.10",-0.69,"1,494.10",-0.17%,-0.17,"3,168.57",0.0086,0.86,1.296977,-1.41%,-1.406034179,-1.406034179,1658.01,-0.22%,-0.22,-0.22
2019-12-13,"6,527.10",1.43,"1,493.00",0.63%,0.63,"3,168.80",0.0001,0.01,1.303934,0.54%,0.536401185,0.536401185,1680.06,1.33%,1.33,1.33
2019-12-14,"6,365.20",-2.48,,,,,,,1.317676,1.05%,1.053887697,1.053887697,1638.27,-2.49%,-2.49,-2.49
2019-12-15,"6,398.50",0.52,,,,,,,1.283993,-2.56%,-2.556242961,-2.556242961,1647.01,0.53%,0.53,0.53
2019-12-16,"6,185.50",-3.33,"1,503.90",-0.01%,-0.01,"3,191.45",0.0071,0.71,1.279546,-0.35%,-0.346341452,-0.346341452,1546.36,-6.11%,-6.11,-6.11
2019-12-17,"5,940.70",-3.96,"1,505.00",0.01%,0.01,"3,192.52",0.0003,0.03,1.222337,-4.47%,-4.471038947,-4.471038947,1424.23,-7.90%,-7.9,-7.9
2019-12-18,"6,559.10",10.41,"1,501.70",-0.17%,-0.17,"3,191.14",-0.0004,-0.04,1.180729,-3.40%,-3.403971245,-3.403971245,1542.72,8.32%,8.32,8.32
2019-12-19,"6,435.80",-1.88,"1,503.50",0.38%,0.38,"3,205.37",0.0045,0.45,1.25295,6.12%,6.116644886,6.116644886,1504.24,-2.49%,-2.49,-2.49
2019-12-20,"6,501.20",1.02,"1,505.20",-0.24%,-0.24,"3,221.22",0.0049,0.49,1.244746,-0.65%,-0.654774732,-0.654774732,1532.99,1.91%,1.91,1.91
2019-12-21,"6,461.10",-0.62,,,,,,,1.262889,1.46%,1.457566443,1.457566443,1517.05,-1.04%,-1.04,-1.04
2019-12-22,"6,788.80",5.07,,,,,,,1.259658,-0.26%,-0.255841962,-0.255841962,1581.86,4.27%,4.27,4.27
2019-12-23,"6,607.20",-2.67,"1,510.70",0.53%,0.53,"3,224.01",0.0009,0.09,1.320398,4.82%,4.821943734,4.821943734,1524.01,-3.66%,-3.66,-3.66
2019-12-24,"6,553.20",-0.82,"1,518.60",1.06%,1.06,"3,223.38",-0.0002,-0.02,1.27629,-3.34%,-3.340507938,-3.340507938,1519.33,-0.31%,-0.31,-0.31
2019-12-25,"6,490.70",-0.95,"1,502.15",-1.73%,-1.73,,,,1.267707,-0.67%,-0.672496063,-0.672496063,1502.25,-1.12%,-1.12,-1.12
2019-12-26,"6,497.10",0.10,"1,528.40",2.41%,2.41,"3,239.91",0.0051,0.51,1.254377,-1.05%,-1.051504804,-1.051504804,1522.12,1.32%,1.32,1.32
2019-12-27,"6,494.10",-0.05,"1,540.00",0.27%,0.27,"3,240.02",,,1.257727,0.27%,0.267064846,0.267064846,1556.28,2.24%,2.24,2.24
2019-12-28,"6,544.00",0.77,,,,,,,1.264394,0.53%,0.530083237,0.530083237,1577.33,1.35%,1.35,1.35
2019-12-29,"6,613.20",1.06,,,,,,,1.265306,0.07%,0.072129415,0.072129415,1614.61,2.36%,2.36,2.36
2019-12-30,"6,463.60",-2.26,"1,540.10",0.06%,0.06,"3,221.29",-0.0058,-0.58,1.281118,1.25%,1.249658185,1.249658185,1585.7,-1.79%,-1.79,-1.79
2019-12-31,"6,404.80",-0.91,"1,546.40",0.34%,0.34,"3,230.78",0.0029,0.29,1.257922,-1.81%,-1.810606049,-1.810606049,1561.18,-1.55%,-1.55,-1.55
2020-01-01,"6,409.30",0.07,"1,520.85",-1.91%,-1.91,,,,1.253969,-0.31%,-0.314248419,-0.314248419,1568.4,0.46%,0.46,0.46
2020-01-02,"6,225.90",-2.86,"1,548.20",2.25%,2.25,"3,257.85",0.0084,0.84,1.237908,-1.28%,-1.280813162,-1.280813162,1506.87,-3.92%,-3.92,-3.92
2020-01-03,"6,572.20",5.56,"1,561.60",1.57%,1.57,"3,234.85",-0.0071,-0.71,1.238681,0.06%,0.062444059,0.062444059,1609.28,6.80%,6.8,6.8
2020-01-04,"6,594.20",0.34,,,,,,,1.274486,2.89%,2.890574732,2.890574732,1622.3,0.81%,0.81,0.81
2020-01-05,"6,593.30",-0.01,,,,,,,1.297118,1.78%,1.775774704,1.775774704,1630.95,0.53%,0.53,0.53
2020-01-06,"6,937.50",5.22,"1,590.00",1.04%,1.04,"3,246.28",0.0035,0.35,1.311166,1.08%,1.083016349,1.083016349,1764.52,8.19%,8.19,8.19
2020-01-07,"7,324.10",5.57,"1,586.50",0.33%,0.33,"3,237.18",-0.0028,-0.28,1.377446,5.06%,5.055042611,5.055042611,1746.43,-1.03%,-1.03,-1.03
2020-01-08,"7,243.70",-1.10,"1,581.50",-0.89%,-0.89,"3,253.05",0.0049,0.49,1.437467,4.36%,4.357412196,4.357412196,1723.14,-1.33%,-1.33,-1.33
2020-01-09,"7,043.70",-2.76,"1,570.20",-0.35%,-0.35,"3,274.70",0.0067,0.67,1.385525,-3.61%,-3.613439474,-3.613439474,1707.26,-0.92%,-0.92,-0.92
2020-01-10,"7,367.70",4.60,"1,574.10",0.35%,0.35,"3,265.35",-0.0029,-0.29,1.353349,-2.32%,-2.322296602,-2.322296602,1817.88,6.48%,6.48,6.48
2020-01-11,"7,218.00",-2.03,,,,,,,1.406843,3.95%,3.952712863,3.952712863,1805.12,-0.70%,-0.7,-0.7
2020-01-12,"7,357.40",1.93,,,,,,,1.40726,0.03%,0.029640834,0.029640834,1848.51,2.40%,2.4,2.4
2020-01-13,"7,291.10",-0.90,"1,574.90",-0.60%,-0.60,"3,288.13",0.007,0.7,1.407047,-0.02%,-0.015135796,-0.015135796,1813.68,-1.88%,-1.88,-1.88
2020-01-14,"7,937.20",8.86,"1,563.40",-0.40%,-0.40,"3,283.15",-0.0015,-0.15,1.470466,4.51%,4.507241052,4.507241052,2125.87,17.21%,17.21,17.21
2020-01-15,"7,911.60",-0.32,"1,573.40",0.58%,0.58,"3,289.29",0.0019,0.19,1.520586,3.41%,3.40844331,3.40844331,2166.73,1.92%,1.92,1.92
2020-01-16,"7,833.40",-0.99,"1,575.00",-0.22%,-0.22,"3,316.81",0.0084,0.84,1.517021,-0.23%,-0.234449087,-0.234449087,2144.8,-1.01%,-1.01,-1.01
2020-01-17,"8,026.60",2.47,"1,577.10",0.65%,0.65,"3,329.62",0.0039,0.39,1.545619,1.89%,1.885141999,1.885141999,2315.95,7.98%,7.98,7.98
2020-01-18,"8,041.10",0.18,,,,,,,1.568424,1.48%,1.475460641,1.475460641,2245.31,-3.05%,-3.05,-3.05
2020-01-19,"7,853.30",-2.34,"1,556.45",-1.90%,-1.9,,,,1.628815,3.85%,3.85042565,3.85042565,2210.86,-1.53%,-1.53,-1.53
2020-01-20,"7,790.20",-0.80,"1,556.65",0.27%,0.27,,,,1.534757,-5.77%,-5.774627567,-5.774627567,2231.99,0.96%,0.96,0.96
2020-01-21,"7,876.70",1.11,"1,573.60",1.50%,1.50,"3,320.79",-0.0027,-0.27,1.561969,1.77%,1.773049414,1.773049414,2250.32,0.82%,0.82,0.82
2020-01-22,"7,816.60",-0.76,"1,577.60",-0.08%,-0.08,"3,321.75",0.0003,0.03,1.559062,-0.19%,-0.186111248,-0.186111248,2264.06,0.61%,0.61,0.61
2020-01-23,"7,603.70",-2.72,"1,580.10",0.54%,0.54,"3,325.54",0.0011,0.11,1.533616,-1.63%,-1.63213522,-1.63213522,2133.78,-5.75%,-5.75,-5.75
2020-01-24,"7,648.20",0.58,"1,584.00",0.43%,0.43,"3,295.47",-0.009,-0.9,1.482485,-3.33%,-3.334015816,-3.334015816,2122.17,-0.54%,-0.54,-0.54
2020-01-25,"7,572.30",-0.99,,,,,,,1.513019,2.06%,2.059649845,2.059649845,2081.87,-1.90%,-1.9,-1.9
2020-01-26,"7,801.10",3.02,,,,,,,1.495269,-1.17%,-1.173151163,-1.173151163,2221.48,6.71%,6.71,6.71
2020-01-27,"8,072.50",3.48,"1,602.80",0.35%,0.35,"3,243.63",-0.0157,-1.57,1.548831,3.58%,3.582097937,3.582097937,2317.15,4.31%,4.31,4.31
2020-01-28,"8,509.20",5.41,"1,593.40",-0.48%,-0.48,"3,276.24",0.0101,1.01,1.618512,4.50%,4.49894146,4.49894146,2426.62,4.72%,4.72,4.72
2020-01-29,"8,435.70",-0.86,"1,589.30",0.06%,0.06,"3,273.40",-0.0009,-0.09,1.684066,4.05%,4.050263452,4.050263452,2442.19,0.64%,0.64,0.64
2020-01-30,"8,617.60",2.16,"1,599.00",0.80%,0.80,"3,283.66",0.0031,0.31,1.684578,0.03%,0.030402609,0.030402609,2551.97,4.50%,4.5,4.5
2020-01-31,"8,417.20",-2.33,"1,597.70",-0.08%,-0.08,"3,225.52",-0.0177,-1.77,1.742487,3.44%,3.437596834,3.437596834,2465.04,-3.41%,-3.41,-3.41
2020-02-01,"8,460.90",0.52,,,,,,,1.702391,-2.30%,-2.30107886,-2.30107886,2513.28,1.96%,1.96,1.96
2020-02-02,"8,418.10",-0.51,,,,,,,1.691162,-0.66%,-0.659601701,-0.659601701,2523.02,0.39%,0.39,0.39
2020-02-03,"8,408.00",-0.12,"1,595.00",-0.34%,-0.34,"3,248.92",0.0073,0.73,1.706495,0.91%,0.906654714,0.906654714,2555.71,1.30%,1.3,1.3
